sampleID	Subtype_mRNA	Subtype_DNAmeth	Subtype_protein	Subtype_miRNA	Subtype_CNA	Subtype_Integrative	Subtype_other	Subtype_Selected
TCGA-FV-A496-01	4	4	2	3	2	iCluster:2	Paradigm:C4	LIHC.iCluster:2
TCGA-FV-A4ZP-01	1	3	1	3	3	iCluster:1	Paradigm:C4	LIHC.iCluster:1
TCGA-FV-A4ZQ-01	5	1	2	1	1	iCluster:2	Paradigm:C3	LIHC.iCluster:2
TCGA-MR-A520-01	4	2	2	2	4	iCluster:2	Paradigm:C4	LIHC.iCluster:2
TCGA-BW-A5NO-01	4	2	1	3	2	iCluster:3	Paradigm:C4	LIHC.iCluster:3
TCGA-BW-A5NP-01	1	3	1	4	2	iCluster:1	Paradigm:C2	LIHC.iCluster:1
TCGA-BW-A5NQ-01	5	2	1	4	3	iCluster:3	Paradigm:C2	LIHC.iCluster:3
TCGA-DD-A4NE-01	4	3	1	1	NA	NA	NA	LIHC.NA
TCGA-DD-A4NF-01	5	4	2	1	1	iCluster:2	Paradigm:C1	LIHC.iCluster:2
TCGA-DD-A4NG-01	5	4	2	3	NA	NA	NA	LIHC.NA
TCGA-DD-A4NH-01	1	3	1	3	2	iCluster:1	Paradigm:C3	LIHC.iCluster:1
TCGA-DD-A4NI-01	4	4	2	2	3	iCluster:2	Paradigm:C1	LIHC.iCluster:2
TCGA-DD-A4NJ-01	4	2	1	#N/A	3	NA	Paradigm:C2	LIHC.NA
TCGA-ED-A5KG-01	1	1	1	3	4	iCluster:1	Paradigm:C3	LIHC.iCluster:1
TCGA-G3-A5SI-01	4	3	NA	4	3	iCluster:2	Paradigm:C4	LIHC.iCluster:2
TCGA-G3-A5SJ-01	1	2	1	3	1	iCluster:3	Paradigm:C3	LIHC.iCluster:3
TCGA-G3-A5SK-01	4	4	2	2	NA	NA	NA	LIHC.NA
TCGA-G3-A5SL-01	5	4	2	2	1	iCluster:2	Paradigm:C1	LIHC.iCluster:2
TCGA-HP-A5MZ-01	3	4	1	5	1	iCluster:1	Paradigm:C1	LIHC.iCluster:1
TCGA-PD-A5DF-01	3	2	1	3	2	iCluster:3	Paradigm:C3	LIHC.iCluster:3
TCGA-BC-A5W4-01	4	4	2	4	2	iCluster:3	Paradigm:C4	LIHC.iCluster:3
TCGA-CC-A5UC-01	1	1	1	4	1	iCluster:1	Paradigm:C2	LIHC.iCluster:1
TCGA-CC-A5UD-01	5	1	1	3	2	iCluster:2	Paradigm:C2	LIHC.iCluster:2
TCGA-CC-A5UE-01	2	2	2	3	3	iCluster:3	Paradigm:C2	LIHC.iCluster:3
TCGA-DD-A4NK-01	4	4	2	#N/A	1	NA	Paradigm:C4	LIHC.NA
TCGA-DD-A4NL-01	5	2	NA	2	4	iCluster:1	Paradigm:C4	LIHC.iCluster:1
TCGA-DD-A4NN-01	1	3	1	4	1	iCluster:1	Paradigm:C2	LIHC.iCluster:1
TCGA-DD-A4NO-01	3	4	2	2	3	iCluster:2	Paradigm:C1	LIHC.iCluster:2
TCGA-DD-A4NP-01	5	2	2	2	2	iCluster:2	Paradigm:C4	LIHC.iCluster:2
TCGA-DD-A4NQ-01	1	2	1	3	2	iCluster:3	Paradigm:C2	LIHC.iCluster:3
TCGA-G3-A5SM-01	3	4	2	3	2	iCluster:2	Paradigm:C3	LIHC.iCluster:2
TCGA-HP-A5N0-01	4	2	2	2	2	iCluster:2	Paradigm:C1	LIHC.iCluster:2
TCGA-K7-A5RF-01	3	2	2	2	4	iCluster:2	Paradigm:C4	LIHC.iCluster:2
TCGA-K7-A5RG-01	1	1	2	3	2	iCluster:2	Paradigm:C3	LIHC.iCluster:2
TCGA-NI-A4U2-01	4	2	2	2	2	iCluster:2	Paradigm:C1	LIHC.iCluster:2
TCGA-BC-A69H-01	1	2	1	3	3	iCluster:1	Paradigm:C2	LIHC.iCluster:1
TCGA-BC-A69I-01	5	4	2	1	2	iCluster:2	Paradigm:C4	LIHC.iCluster:2
TCGA-DD-A4NR-01	1	2	1	3	1	iCluster:1	Paradigm:C3	LIHC.iCluster:1
TCGA-DD-A4NS-01	3	2	2	5	1	iCluster:1	Paradigm:C1	LIHC.iCluster:1
TCGA-DD-A4NV-01	4	4	NA	2	2	iCluster:2	Paradigm:C1	LIHC.iCluster:2
TCGA-ED-A627-01	3	2	1	5	4	iCluster:1	Paradigm:C1	LIHC.iCluster:1
TCGA-ED-A66X-01	1	1	1	3	1	iCluster:1	Paradigm:C3	LIHC.iCluster:1
TCGA-ED-A66Y-01	1	3	2	4	3	iCluster:1	Paradigm:C3	LIHC.iCluster:1
TCGA-K7-A6G5-01	3	2	NA	3	1	iCluster:2	Paradigm:C4	LIHC.iCluster:2
TCGA-LG-A6GG-01	4	2	2	1	2	iCluster:3	Paradigm:C2	LIHC.iCluster:3
TCGA-DD-A73A-01	4	4	NA	2	1	iCluster:3	Paradigm:C4	LIHC.iCluster:3
TCGA-DD-A73B-01	4	1	2	2	2	iCluster:2	Paradigm:C2	LIHC.iCluster:2
TCGA-DD-A73D-01	5	4	2	1	1	iCluster:3	Paradigm:C4	LIHC.iCluster:3
TCGA-DD-A73E-01	5	4	2	1	2	iCluster:3	Paradigm:C1	LIHC.iCluster:3
TCGA-DD-A73F-01	4	2	1	2	2	iCluster:3	Paradigm:C1	LIHC.iCluster:3
TCGA-DD-A73G-01	1	3	1	2	3	iCluster:1	Paradigm:C4	LIHC.iCluster:1
TCGA-MI-A75C-01	2	4	NA	3	1	iCluster:2	Paradigm:C4	LIHC.iCluster:2
TCGA-MI-A75E-01	3	4	NA	3	1	iCluster:2	Paradigm:C1	LIHC.iCluster:2
TCGA-MI-A75G-01	4	4	NA	2	2	iCluster:3	Paradigm:C4	LIHC.iCluster:3
TCGA-MI-A75H-01	5	4	NA	1	1	iCluster:3	Paradigm:C4	LIHC.iCluster:3
TCGA-MI-A75I-01	4	2	NA	2	1	iCluster:3	Paradigm:C2	LIHC.iCluster:3
TCGA-O8-A75V-01	3	4	2	3	1	iCluster:2	Paradigm:C1	LIHC.iCluster:2
TCGA-QA-A7B7-01	4	4	NA	2	2	iCluster:3	Paradigm:C2	LIHC.iCluster:3
TCGA-RC-A6M3-01	1	1	NA	3	2	iCluster:1	Paradigm:C3	LIHC.iCluster:1
TCGA-RC-A6M4-01	5	4	NA	1	3	iCluster:3	Paradigm:C4	LIHC.iCluster:3
TCGA-RC-A6M5-01	3	2	NA	5	2	iCluster:1	Paradigm:C1	LIHC.iCluster:1
TCGA-RC-A6M6-01	1	2	1	3	2	iCluster:1	Paradigm:C3	LIHC.iCluster:1
TCGA-CC-A7IF-01	4	1	1	3	3	iCluster:1	Paradigm:C4	LIHC.iCluster:1
TCGA-CC-A7IG-01	1	3	1	3	3	iCluster:1	Paradigm:C2	LIHC.iCluster:1
TCGA-CC-A7IH-01	5	4	1	2	1	iCluster:3	Paradigm:C1	LIHC.iCluster:3
TCGA-CC-A7II-01	1	2	1	4	3	iCluster:1	Paradigm:C3	LIHC.iCluster:1
TCGA-DD-A73C-01	4	2	2	2	4	iCluster:2	Paradigm:C1	LIHC.iCluster:2
TCGA-G3-A6UC-01	5	2	NA	2	2	iCluster:3	Paradigm:C4	LIHC.iCluster:3
TCGA-KR-A7K7-01	5	2	1	3	3	iCluster:3	Paradigm:C2	LIHC.iCluster:3
TCGA-KR-A7K8-01	4	2	NA	5	3	iCluster:2	Paradigm:C1	LIHC.iCluster:2
TCGA-UB-A7ME-01	1	1	NA	4	1	iCluster:1	Paradigm:C3	LIHC.iCluster:1
TCGA-UB-A7MF-01	1	3	1	3	3	iCluster:1	Paradigm:C2	LIHC.iCluster:1
TCGA-CC-A7IJ-01	1	3	1	5	2	iCluster:1	Paradigm:C3	LIHC.iCluster:1
TCGA-CC-A7IK-01	5	2	2	1	3	iCluster:3	Paradigm:C2	LIHC.iCluster:3
TCGA-CC-A7IL-01	4	2	2	1	2	iCluster:3	Paradigm:C2	LIHC.iCluster:3
TCGA-ED-A7PY-01	1	3	1	1	2	iCluster:1	Paradigm:C4	LIHC.iCluster:1
TCGA-ED-A7PZ-01	5	2	1	1	3	iCluster:3	Paradigm:C2	LIHC.iCluster:3
TCGA-G3-A7M5-01	4	2	2	1	2	iCluster:3	Paradigm:C4	LIHC.iCluster:3
TCGA-G3-A7M6-01	1	2	1	5	3	iCluster:3	Paradigm:C3	LIHC.iCluster:3
TCGA-G3-A7M8-01	4	2	2	2	4	iCluster:2	Paradigm:C4	LIHC.iCluster:2
TCGA-KR-A7K0-01	5	4	NA	5	4	iCluster:2	Paradigm:C1	LIHC.iCluster:2
TCGA-RC-A7S9-01	1	3	NA	4	2	iCluster:1	Paradigm:C2	LIHC.iCluster:1
TCGA-RG-A7D4-01	5	2	2	3	3	iCluster:3	Paradigm:C2	LIHC.iCluster:3
TCGA-UB-A7MB-01	4	2	1	1	2	iCluster:2	Paradigm:C2	LIHC.iCluster:2
TCGA-UB-A7MC-01	5	1	2	1	3	iCluster:3	Paradigm:C2	LIHC.iCluster:3
TCGA-ED-A7PX-01	1	1	1	3	2	iCluster:1	Paradigm:C3	LIHC.iCluster:1
TCGA-ED-A7XO-01	NA	2	1	2	2	NA	NA	LIHC.NA
TCGA-ED-A7XP-01	5	1	2	3	3	iCluster:1	Paradigm:C2	LIHC.iCluster:1
TCGA-ED-A82E-01	1	3	1	5	2	iCluster:1	Paradigm:C3	LIHC.iCluster:1
TCGA-G3-A7M7-01	3	4	2	2	1	iCluster:2	Paradigm:C4	LIHC.iCluster:2
TCGA-G3-A7M9-01	1	2	1	3	2	iCluster:1	Paradigm:C3	LIHC.iCluster:1
TCGA-RC-A7SB-01	4	2	NA	2	2	iCluster:3	Paradigm:C2	LIHC.iCluster:3
TCGA-RC-A7SF-01	4	4	NA	3	1	iCluster:3	Paradigm:C4	LIHC.iCluster:3
TCGA-RC-A7SK-01	4	2	NA	2	3	iCluster:3	Paradigm:C1	LIHC.iCluster:3
TCGA-UB-A7MD-01	5	2	2	3	1	iCluster:3	Paradigm:C3	LIHC.iCluster:3
TCGA-05-4249-01	NA	NA	NA	NA	NA	5	NA	LUAD.5
TCGA-05-4382-01	NA	NA	NA	NA	NA	6	NA	LUAD.6
TCGA-05-4384-01	NA	low 	NA	NA	NA	1	NA	LUAD.1
TCGA-05-4389-01	NA	NA	NA	NA	NA	2	NA	LUAD.2
TCGA-05-4390-01	NA	intermediate 	NA	NA	NA	2	NA	LUAD.2
TCGA-05-4395-01	NA	NA	NA	NA	NA	3	NA	LUAD.3
TCGA-05-4396-01	NA	high 	NA	NA	NA	4	NA	LUAD.4
TCGA-05-4398-01	NA	NA	NA	NA	NA	3	NA	LUAD.3
TCGA-05-4402-01	NA	NA	NA	NA	NA	2	NA	LUAD.2
TCGA-05-4403-01	NA	NA	NA	NA	NA	4	NA	LUAD.4
TCGA-05-4405-01	NA	high 	NA	NA	NA	3	NA	LUAD.3
TCGA-05-4410-01	NA	intermediate 	NA	NA	NA	3	NA	LUAD.3
TCGA-05-4415-01	NA	low 	NA	NA	NA	6	NA	LUAD.6
TCGA-05-4417-01	NA	intermediate 	NA	NA	NA	6	NA	LUAD.6
TCGA-05-4418-01	NA	NA	NA	NA	NA	6	NA	LUAD.6
TCGA-05-4420-01	NA	NA	NA	NA	NA	2	NA	LUAD.2
TCGA-05-4422-01	NA	NA	NA	NA	NA	1	NA	LUAD.1
TCGA-05-4424-01	NA	low 	NA	NA	NA	5	NA	LUAD.5
TCGA-05-4425-01	NA	high 	NA	NA	NA	4	NA	LUAD.4
TCGA-05-4426-01	NA	NA	NA	NA	NA	5	NA	LUAD.5
TCGA-05-4430-01	NA	NA	NA	NA	NA	5	NA	LUAD.5
TCGA-05-4432-01	NA	NA	NA	NA	NA	2	NA	LUAD.2
TCGA-05-4433-01	NA	intermediate 	NA	NA	NA	6	NA	LUAD.6
TCGA-05-5420-01	NA	low 	NA	NA	NA	6	NA	LUAD.6
TCGA-05-5423-01	NA	low 	NA	NA	NA	5	NA	LUAD.5
TCGA-05-5428-01	NA	high 	NA	NA	NA	3	NA	LUAD.3
TCGA-05-5429-01	NA	high 	NA	NA	NA	4	NA	LUAD.4
TCGA-05-5715-01	NA	intermediate 	NA	NA	NA	4	NA	LUAD.4
TCGA-35-3615-01	NA	NA	NA	NA	NA	4	NA	LUAD.4
TCGA-38-4626-01	NA	NA	NA	NA	NA	5	NA	LUAD.5
TCGA-38-4627-01	NA	NA	NA	NA	NA	6	NA	LUAD.6
TCGA-38-4628-01	NA	NA	NA	NA	NA	3	NA	LUAD.3
TCGA-38-4631-01	NA	low 	NA	NA	NA	6	NA	LUAD.6
TCGA-38-4632-01	NA	high 	NA	NA	NA	3	NA	LUAD.3
TCGA-38-6178-01	NA	intermediate 	NA	NA	NA	5	NA	LUAD.5
TCGA-44-2655-01	NA	NA	NA	NA	NA	1	NA	LUAD.1
TCGA-44-2656-01	NA	NA	NA	NA	NA	3	NA	LUAD.3
TCGA-44-2657-01	NA	NA	NA	NA	NA	5	NA	LUAD.5
TCGA-44-2659-01	NA	NA	NA	NA	NA	3	NA	LUAD.3
TCGA-44-2661-01	NA	NA	NA	NA	NA	5	NA	LUAD.5
TCGA-44-2662-01	NA	NA	NA	NA	NA	6	NA	LUAD.6
TCGA-44-2665-01	NA	NA	NA	NA	NA	5	NA	LUAD.5
TCGA-44-2666-01	NA	NA	NA	NA	NA	4	NA	LUAD.4
TCGA-44-3396-01	NA	NA	NA	NA	NA	6	NA	LUAD.6
TCGA-44-3919-01	NA	NA	NA	NA	NA	3	NA	LUAD.3
TCGA-44-4112-01	NA	NA	NA	NA	NA	3	NA	LUAD.3
TCGA-44-5645-01	NA	low 	NA	NA	NA	5	NA	LUAD.5
TCGA-44-6145-01	NA	intermediate 	NA	NA	NA	6	NA	LUAD.6
TCGA-44-6146-01	NA	intermediate 	NA	NA	NA	1	NA	LUAD.1
TCGA-44-6147-01	NA	intermediate 	NA	NA	NA	3	NA	LUAD.3
TCGA-44-6774-01	NA	low 	NA	NA	NA	2	NA	LUAD.2
TCGA-44-6775-01	NA	intermediate 	NA	NA	NA	5	NA	LUAD.5
TCGA-44-6776-01	NA	low 	NA	NA	NA	1	NA	LUAD.1
TCGA-44-6777-01	NA	intermediate 	NA	NA	NA	5	NA	LUAD.5
TCGA-44-6779-01	NA	intermediate 	NA	NA	NA	6	NA	LUAD.6
TCGA-44-7659-01	NA	high 	NA	NA	NA	4	NA	LUAD.4
TCGA-44-7662-01	NA	intermediate 	NA	NA	NA	3	NA	LUAD.3
TCGA-44-7670-01	NA	low 	NA	NA	NA	2	NA	LUAD.2
TCGA-44-7671-01	NA	low 	NA	NA	NA	1	NA	LUAD.1
TCGA-44-7672-01	NA	intermediate 	NA	NA	NA	6	NA	LUAD.6
TCGA-49-4486-01	NA	NA	NA	NA	NA	1	NA	LUAD.1
TCGA-49-4487-01	NA	low 	NA	NA	NA	6	NA	LUAD.6
TCGA-49-4488-01	NA	intermediate 	NA	NA	NA	3	NA	LUAD.3
TCGA-49-4490-01	NA	low 	NA	NA	NA	5	NA	LUAD.5
TCGA-49-4494-01	NA	NA	NA	NA	NA	3	NA	LUAD.3
TCGA-49-4501-01	NA	NA	NA	NA	NA	5	NA	LUAD.5
TCGA-49-4505-01	NA	NA	NA	NA	NA	3	NA	LUAD.3
TCGA-49-4506-01	NA	NA	NA	NA	NA	6	NA	LUAD.6
TCGA-49-4507-01	NA	NA	NA	NA	NA	6	NA	LUAD.6
TCGA-49-4510-01	NA	NA	NA	NA	NA	1	NA	LUAD.1
TCGA-49-4512-01	NA	low 	NA	NA	NA	5	NA	LUAD.5
TCGA-49-4514-01	NA	low 	NA	NA	NA	6	NA	LUAD.6
TCGA-49-6742-01	NA	low 	NA	NA	NA	1	NA	LUAD.1
TCGA-49-6744-01	NA	low 	NA	NA	NA	5	NA	LUAD.5
TCGA-49-6745-01	NA	high 	NA	NA	NA	4	NA	LUAD.4
TCGA-49-6761-01	NA	high 	NA	NA	NA	3	NA	LUAD.3
TCGA-49-6767-01	NA	intermediate 	NA	NA	NA	3	NA	LUAD.3
TCGA-50-5044-01	NA	intermediate 	NA	NA	NA	6	NA	LUAD.6
TCGA-50-5049-01	NA	intermediate 	NA	NA	NA	6	NA	LUAD.6
TCGA-50-5051-01	NA	high 	NA	NA	NA	3	NA	LUAD.3
TCGA-50-5055-01	NA	low 	NA	NA	NA	6	NA	LUAD.6
TCGA-50-5068-01	NA	intermediate 	NA	NA	NA	5	NA	LUAD.5
TCGA-50-5072-01	NA	low 	NA	NA	NA	6	NA	LUAD.6
TCGA-50-5931-01	NA	low 	NA	NA	NA	2	NA	LUAD.2
TCGA-50-5932-01	NA	low 	NA	NA	NA	1	NA	LUAD.1
TCGA-50-5933-01	NA	high 	NA	NA	NA	3	NA	LUAD.3
TCGA-50-5935-01	NA	intermediate 	NA	NA	NA	4	NA	LUAD.4
TCGA-50-5936-01	NA	low 	NA	NA	NA	6	NA	LUAD.6
TCGA-50-5939-01	NA	low 	NA	NA	NA	6	NA	LUAD.6
TCGA-50-5941-01	NA	intermediate 	NA	NA	NA	5	NA	LUAD.5
TCGA-50-5942-01	NA	low 	NA	NA	NA	4	NA	LUAD.4
TCGA-50-5944-01	NA	low 	NA	NA	NA	1	NA	LUAD.1
TCGA-50-6593-01	NA	intermediate 	NA	NA	NA	3	NA	LUAD.3
TCGA-50-6595-01	NA	low 	NA	NA	NA	6	NA	LUAD.6
TCGA-50-6597-01	NA	high 	NA	NA	NA	5	NA	LUAD.5
TCGA-50-6673-01	NA	intermediate 	NA	NA	NA	5	NA	LUAD.5
TCGA-50-7109-01	NA	intermediate 	NA	NA	NA	2	NA	LUAD.2
TCGA-53-7626-01	NA	intermediate 	NA	NA	NA	5	NA	LUAD.5
TCGA-53-7813-01	NA	intermediate 	NA	NA	NA	2	NA	LUAD.2
TCGA-55-1592-01	NA	NA	NA	NA	NA	2	NA	LUAD.2
TCGA-55-1594-01	NA	NA	NA	NA	NA	2	NA	LUAD.2
TCGA-55-1596-01	NA	NA	NA	NA	NA	2	NA	LUAD.2
TCGA-55-6543-01	NA	low 	NA	NA	NA	5	NA	LUAD.5
TCGA-55-6642-01	NA	intermediate 	NA	NA	NA	2	NA	LUAD.2
TCGA-55-6712-01	NA	intermediate 	NA	NA	NA	3	NA	LUAD.3
TCGA-55-6970-01	NA	low 	NA	NA	NA	6	NA	LUAD.6
TCGA-55-6971-01	NA	intermediate 	NA	NA	NA	6	NA	LUAD.6
TCGA-55-6972-01	NA	low 	NA	NA	NA	1	NA	LUAD.1
TCGA-55-6978-01	NA	intermediate 	NA	NA	NA	6	NA	LUAD.6
TCGA-55-6979-01	NA	low 	NA	NA	NA	5	NA	LUAD.5
TCGA-55-6980-01	NA	low 	NA	NA	NA	5	NA	LUAD.5
TCGA-55-6981-01	NA	intermediate 	NA	NA	NA	3	NA	LUAD.3
TCGA-55-6982-01	NA	intermediate 	NA	NA	NA	5	NA	LUAD.5
TCGA-55-6983-01	NA	intermediate 	NA	NA	NA	4	NA	LUAD.4
TCGA-55-6985-01	NA	intermediate 	NA	NA	NA	5	NA	LUAD.5
TCGA-55-6986-01	NA	intermediate 	NA	NA	NA	4	NA	LUAD.4
TCGA-55-7281-01	NA	intermediate 	NA	NA	NA	3	NA	LUAD.3
TCGA-55-7283-01	NA	high 	NA	NA	NA	4	NA	LUAD.4
TCGA-55-7573-01	NA	low 	NA	NA	NA	5	NA	LUAD.5
TCGA-55-7574-01	NA	intermediate 	NA	NA	NA	6	NA	LUAD.6
TCGA-55-7576-01	NA	high 	NA	NA	NA	3	NA	LUAD.3
TCGA-55-7724-01	NA	low 	NA	NA	NA	6	NA	LUAD.6
TCGA-55-7725-01	NA	intermediate 	NA	NA	NA	4	NA	LUAD.4
TCGA-55-7726-01	NA	low 	NA	NA	NA	6	NA	LUAD.6
TCGA-55-7727-01	NA	high 	NA	NA	NA	3	NA	LUAD.3
TCGA-55-7728-01	NA	low 	NA	NA	NA	6	NA	LUAD.6
TCGA-55-7815-01	NA	intermediate 	NA	NA	NA	6	NA	LUAD.6
TCGA-55-7903-01	NA	high 	NA	NA	NA	3	NA	LUAD.3
TCGA-55-7907-01	NA	high 	NA	NA	NA	3	NA	LUAD.3
TCGA-55-7911-01	NA	high 	NA	NA	NA	4	NA	LUAD.4
TCGA-55-7914-01	NA	high 	NA	NA	NA	3	NA	LUAD.3
TCGA-64-1676-01	NA	NA	NA	NA	NA	3	NA	LUAD.3
TCGA-64-1677-01	NA	NA	NA	NA	NA	3	NA	LUAD.3
TCGA-64-1678-01	NA	NA	NA	NA	NA	2	NA	LUAD.2
TCGA-64-1679-01	NA	low 	NA	NA	NA	5	NA	LUAD.5
TCGA-64-1680-01	NA	NA	NA	NA	NA	4	NA	LUAD.4
TCGA-64-1681-01	NA	low 	NA	NA	NA	5	NA	LUAD.5
TCGA-64-5774-01	NA	low 	NA	NA	NA	2	NA	LUAD.2
TCGA-64-5775-01	NA	high 	NA	NA	NA	3	NA	LUAD.3
TCGA-64-5778-01	NA	low 	NA	NA	NA	5	NA	LUAD.5
TCGA-64-5781-01	NA	intermediate 	NA	NA	NA	6	NA	LUAD.6
TCGA-67-3771-01	NA	NA	NA	NA	NA	2	NA	LUAD.2
TCGA-67-3772-01	NA	NA	NA	NA	NA	5	NA	LUAD.5
TCGA-67-3773-01	NA	NA	NA	NA	NA	4	NA	LUAD.4
TCGA-67-3774-01	NA	NA	NA	NA	NA	1	NA	LUAD.1
TCGA-67-6215-01	NA	intermediate 	NA	NA	NA	4	NA	LUAD.4
TCGA-67-6216-01	NA	intermediate 	NA	NA	NA	4	NA	LUAD.4
TCGA-67-6217-01	NA	low 	NA	NA	NA	5	NA	LUAD.5
TCGA-69-7760-01	NA	low 	NA	NA	NA	5	NA	LUAD.5
TCGA-69-7761-01	NA	intermediate 	NA	NA	NA	6	NA	LUAD.6
TCGA-69-7763-01	NA	intermediate 	NA	NA	NA	4	NA	LUAD.4
TCGA-69-7764-01	NA	low 	NA	NA	NA	1	NA	LUAD.1
TCGA-69-7765-01	NA	high 	NA	NA	NA	3	NA	LUAD.3
TCGA-69-7980-01	NA	intermediate 	NA	NA	NA	5	NA	LUAD.5
TCGA-71-6725-01	NA	intermediate 	NA	NA	NA	3	NA	LUAD.3
TCGA-73-4658-01	NA	high 	NA	NA	NA	4	NA	LUAD.4
TCGA-73-4659-01	NA	NA	NA	NA	NA	2	NA	LUAD.2
TCGA-73-4662-01	NA	NA	NA	NA	NA	3	NA	LUAD.3
TCGA-73-4675-01	NA	NA	NA	NA	NA	4	NA	LUAD.4
TCGA-73-4676-01	NA	high 	NA	NA	NA	3	NA	LUAD.3
TCGA-73-7498-01	NA	low 	NA	NA	NA	1	NA	LUAD.1
TCGA-73-7499-01	NA	intermediate 	NA	NA	NA	5	NA	LUAD.5
TCGA-75-5122-01	NA	intermediate 	NA	NA	NA	6	NA	LUAD.6
TCGA-75-5126-01	NA	intermediate 	NA	NA	NA	6	NA	LUAD.6
TCGA-75-5146-01	NA	low 	NA	NA	NA	5	NA	LUAD.5
TCGA-75-5147-01	NA	low 	NA	NA	NA	5	NA	LUAD.5
TCGA-75-6203-01	NA	low 	NA	NA	NA	5	NA	LUAD.5
TCGA-75-6205-01	NA	intermediate 	NA	NA	NA	6	NA	LUAD.6
TCGA-75-6207-01	NA	high 	NA	NA	NA	3	NA	LUAD.3
TCGA-75-6211-01	NA	intermediate 	NA	NA	NA	2	NA	LUAD.2
TCGA-75-6212-01	NA	low 	NA	NA	NA	5	NA	LUAD.5
TCGA-75-6214-01	NA	low 	NA	NA	NA	2	NA	LUAD.2
TCGA-75-7025-01	NA	low 	NA	NA	NA	5	NA	LUAD.5
TCGA-75-7027-01	NA	low 	NA	NA	NA	2	NA	LUAD.2
TCGA-75-7030-01	NA	low 	NA	NA	NA	6	NA	LUAD.6
TCGA-75-7031-01	NA	low 	NA	NA	NA	2	NA	LUAD.2
TCGA-78-7143-01	NA	intermediate 	NA	NA	NA	3	NA	LUAD.3
TCGA-78-7145-01	NA	intermediate 	NA	NA	NA	3	NA	LUAD.3
TCGA-78-7147-01	NA	high 	NA	NA	NA	3	NA	LUAD.3
TCGA-78-7148-01	NA	low 	NA	NA	NA	1	NA	LUAD.1
TCGA-78-7149-01	NA	low 	NA	NA	NA	1	NA	LUAD.1
TCGA-78-7150-01	NA	low 	NA	NA	NA	2	NA	LUAD.2
TCGA-78-7152-01	NA	high 	NA	NA	NA	4	NA	LUAD.4
TCGA-78-7153-01	NA	high 	NA	NA	NA	4	NA	LUAD.4
TCGA-78-7154-01	NA	high 	NA	NA	NA	4	NA	LUAD.4
TCGA-78-7155-01	NA	low 	NA	NA	NA	2	NA	LUAD.2
TCGA-78-7156-01	NA	low 	NA	NA	NA	1	NA	LUAD.1
TCGA-78-7158-01	NA	high 	NA	NA	NA	4	NA	LUAD.4
TCGA-78-7159-01	NA	intermediate 	NA	NA	NA	2	NA	LUAD.2
TCGA-78-7160-01	NA	low 	NA	NA	NA	6	NA	LUAD.6
TCGA-78-7161-01	NA	high 	NA	NA	NA	2	NA	LUAD.2
TCGA-78-7162-01	NA	low 	NA	NA	NA	5	NA	LUAD.5
TCGA-78-7163-01	NA	low 	NA	NA	NA	1	NA	LUAD.1
TCGA-78-7166-01	NA	low 	NA	NA	NA	1	NA	LUAD.1
TCGA-78-7167-01	NA	low 	NA	NA	NA	1	NA	LUAD.1
TCGA-78-7535-01	NA	high 	NA	NA	NA	3	NA	LUAD.3
TCGA-78-7536-01	NA	low 	NA	NA	NA	2	NA	LUAD.2
TCGA-78-7537-01	NA	intermediate 	NA	NA	NA	4	NA	LUAD.4
TCGA-78-7539-01	NA	intermediate 	NA	NA	NA	3	NA	LUAD.3
TCGA-78-7540-01	NA	high 	NA	NA	NA	4	NA	LUAD.4
TCGA-78-7542-01	NA	intermediate 	NA	NA	NA	3	NA	LUAD.3
TCGA-78-7633-01	NA	low 	NA	NA	NA	1	NA	LUAD.1
TCGA-80-5607-01	NA	intermediate 	NA	NA	NA	4	NA	LUAD.4
TCGA-80-5608-01	NA	intermediate 	NA	NA	NA	2	NA	LUAD.2
TCGA-86-6562-01	NA	intermediate 	NA	NA	NA	3	NA	LUAD.3
TCGA-86-6851-01	NA	intermediate 	NA	NA	NA	5	NA	LUAD.5
TCGA-86-7713-01	NA	low 	NA	NA	NA	2	NA	LUAD.2
TCGA-86-7714-01	NA	intermediate 	NA	NA	NA	4	NA	LUAD.4
TCGA-91-6828-01	NA	high 	NA	NA	NA	3	NA	LUAD.3
TCGA-91-6829-01	NA	intermediate 	NA	NA	NA	2	NA	LUAD.2
TCGA-91-6835-01	NA	low 	NA	NA	NA	5	NA	LUAD.5
TCGA-91-6840-01	NA	low 	NA	NA	NA	2	NA	LUAD.2
TCGA-91-6847-01	NA	intermediate 	NA	NA	NA	3	NA	LUAD.3
TCGA-91-6849-01	NA	intermediate 	NA	NA	NA	4	NA	LUAD.4
TCGA-91-7771-01	NA	intermediate 	NA	NA	NA	6	NA	LUAD.6
TCGA-93-7347-01	NA	low 	NA	NA	NA	5	NA	LUAD.5
TCGA-93-7348-01	NA	low 	NA	NA	NA	5	NA	LUAD.5
TCGA-95-7039-01	NA	high 	NA	NA	NA	3	NA	LUAD.3
TCGA-95-7043-01	NA	intermediate 	NA	NA	NA	2	NA	LUAD.2
TCGA-95-7567-01	NA	high 	NA	NA	NA	3	NA	LUAD.3
TCGA-95-7947-01	NA	low 	NA	NA	NA	5	NA	LUAD.5
TCGA-95-7948-01	NA	intermediate 	NA	NA	NA	3	NA	LUAD.3
TCGA-97-7546-01	NA	low 	NA	NA	NA	5	NA	LUAD.5
